type,signl,time,price,profit ,profit percent
Entry long,buy,8/23/2020 21:25,11651.72,,
Exit long,buyclose,8/24/2020 0:15,11598.62,-12.89,-0.52
Entry long,buy,8/24/2020 15:00,11753.98,,
Exit long,buyclose,8/24/2020 23:30,11789.401,6.03,0.24
Entry long,buy,8/25/2020 2:10,11724.72,,
Exit long,buyclose,8/25/2020 3:00,11666,-14.02,-0.56
Entry long,buy,8/25/2020 4:00,11680.42,,
Exit long,buyclose,8/25/2020 5:10,11695.105,1.64,0.07
Entry long,buy,8/25/2020 6:10,11659.47,,
Exit long,buyclose,8/25/2020 6:30,11624.05,-9.09,-0.36
Entry long,buy,8/25/2020 6:50,11607.99,,
Exit long,buyclose,8/25/2020 7:15,11568.7,-9.96,-0.4
Entry long,buy,8/25/2020 7:30,11605.99,,
Exit long,buyclose,8/25/2020 10:45,11627.109,3.05,0.12
Entry long,buy,8/25/2020 12:10,11550.01,,
Exit long,buyclose,8/25/2020 12:15,11481.41,-16.35,-0.65
Entry long,buy,8/25/2020 13:40,11436.88,,
Exit long,buyclose,8/25/2020 14:05,11366.29,-16.93,-0.68
Entry long,buy,8/25/2020 14:25,11425.94,,
Exit long,buyclose,8/25/2020 14:30,11448.44,3.42,0.14
Entry long,buy,8/25/2020 17:00,11340.95,,
Exit long,buyclose,8/25/2020 18:05,11163.2,-40.68,-1.63
Entry long,buy,8/31/2020 6:05,11659.43,,
Exit long,buyclose,8/31/2020 6:50,11676.909,2.25,0.09
Entry long,buy,8/31/2020 7:30,11631.02,,
Exit long,buyclose,8/31/2020 11:30,11673.5,7.63,0.31
Entry long,buy,8/31/2020 20:20,11681.77,,
Exit long,buyclose,8/31/2020 21:50,11657,-6.8,-0.27
Entry long,buy,9/2/2020 0:15,11951.96,,
Exit long,buyclose,9/2/2020 8:00,11721.02,-49.81,-1.99
Entry long,buy,9/2/2020 8:30,11729.68,,
Exit long,buyclose,9/2/2020 9:50,11761.329,5.25,0.21
Entry long,buy,9/2/2020 10:30,11653.01,,
Exit long,buyclose,9/2/2020 11:05,11421,-51.27,-2.05
Entry long,buy,9/2/2020 13:40,11377.81,,
Exit long,buyclose,9/2/2020 14:55,11222.73,-35.58,-1.42
Entry long,buy,9/2/2020 16:25,11300.66,,
Exit long,buyclose,9/2/2020 17:35,11357.226,11.01,0.44
Entry short,sell,9/4/2020 8:05,10394.46,,
Exit short,sellclose,9/4/2020 14:50,10013.78,90.06,3.6
Entry short,sell,9/4/2020 16:45,10430.9,,
Exit short,sellclose,9/5/2020 10:30,10255.125,40.63,1.63
Entry short,sell,9/5/2020 14:00,10282.74,,
Exit short,sellclose,9/5/2020 16:50,10102.269,42.38,1.7
Entry short,sell,9/5/2020 23:40,10152.13,,
Exit short,sellclose,9/7/2020 12:45,9894.146,62.03,2.48
Entry short,sell,9/7/2020 13:55,10078.75,,
Exit short,sellclose,9/7/2020 22:30,10318.038,-60.85,-2.43
Entry short,sell,9/8/2020 6:55,10310.22,,
Exit short,sellclose,9/8/2020 8:30,10219.245,20.56,0.82
Entry short,sell,9/8/2020 14:15,10076.77,,
Exit short,sellclose,9/8/2020 22:15,9878.303,47.74,1.91
Entry short,sell,9/8/2020 22:35,10016.65,,
Exit short,sellclose,9/14/2020 15:20,10680.687,-167.23,-6.69
Entry short,sell,9/14/2020 16:55,10717.87,,
Exit short,sellclose,9/14/2020 23:20,10623.461,20.52,0.82
Entry short,sell,9/22/2020 6:05,10488.95,,
Exit short,sellclose,9/22/2020 6:35,10423.818,14.02,0.56
Entry short,sell,9/22/2020 10:05,10460.04,,
Exit short,sellclose,9/22/2020 10:25,10427.312,6.32,0.25
Entry short,sell,9/22/2020 11:30,10490,,
Exit short,sellclose,9/22/2020 12:20,10435.726,11.43,0.46
Entry short,sell,9/22/2020 13:05,10508,,
Exit short,sellclose,9/23/2020 7:15,10390.435,26.47,1.06
Entry short,sell,9/24/2020 1:05,10299.41,,
Exit short,sellclose,9/24/2020 2:30,10327.843,-8.4,-0.34
Entry short,sell,9/24/2020 3:35,10308.18,,
Exit short,sellclose,9/24/2020 5:45,10269.488,7.88,0.32
Entry short,sell,9/24/2020 6:05,10313.1,,
Exit short,sellclose,9/24/2020 10:55,10358.98,-12.62,-0.5
Entry short,sell,9/24/2020 11:00,10423.98,,
Exit short,sellclose,9/24/2020 15:20,10440.992,-5.58,-0.22
Entry short,sell,9/24/2020 15:25,10436.9,,
Exit short,sellclose,9/24/2020 16:00,10578.055,-35.31,-1.41
Entry short,sell,9/24/2020 18:05,10655.14,,
Exit short,sellclose,9/24/2020 18:20,10630.246,4.34,0.17
Entry short,sell,9/24/2020 22:20,10684.16,,
Exit short,sellclose,9/24/2020 22:50,10739.916,-14.55,-0.58
Entry short,sell,9/24/2020 23:30,10729.63,,
Exit short,sellclose,9/25/2020 3:55,10663.98,13.8,0.55
Entry long,buy,10/9/2020 4:35,10880.21,,
Exit long,buyclose,10/9/2020 6:00,10834.53,-12,-0.48
Entry long,buy,10/9/2020 21:30,11020.41,,
Exit long,buyclose,10/9/2020 21:40,11034.665,1.73,0.07
Entry long,buy,10/10/2020 7:00,11365.36,,
Exit long,buyclose,10/10/2020 8:40,11389.577,3.83,0.15
Entry long,buy,10/10/2020 9:50,11316.45,,
Exit long,buyclose,10/10/2020 13:45,11373.524,11.11,0.44
Entry long,buy,10/10/2020 23:15,11315.06,,
Exit long,buyclose,10/11/2020 1:45,11357.837,7.95,0.32
Entry long,buy,10/11/2020 4:40,11308.35,,
Exit long,buyclose,10/11/2020 5:35,11336.377,4.7,0.19
Entry long,buy,10/11/2020 19:30,11384.11,,
Exit long,buyclose,10/11/2020 19:35,11351.16,-8.74,-0.35
Entry long,buy,10/11/2020 19:40,11351.38,,
Exit long,buyclose,10/12/2020 2:55,11404.556,10.21,0.41
Entry long,buy,10/12/2020 6:30,11356.64,,
Exit long,buyclose,10/12/2020 10:40,11308.58,-12.08,-0.48
Entry long,buy,10/12/2020 23:10,11567.11,,
Exit long,buyclose,10/16/2020 4:25,11187.63,-83.52,-3.34
Entry long,buy,10/16/2020 9:05,11283.88,,
Exit long,buyclose,10/16/2020 9:15,11239.28,-11.38,-0.46
Entry long,buy,10/16/2020 19:55,11307.66,,
Exit long,buyclose,10/16/2020 20:00,11291.46,-5.08,-0.2
Entry long,buy,10/16/2020 20:45,11297.52,,
Exit long,buyclose,10/16/2020 20:55,11307.453,0.7,0.03
Entry long,buy,10/17/2020 0:15,11311.15,,
Exit long,buyclose,10/17/2020 1:50,11338.739,4.6,0.18
Entry long,buy,10/17/2020 9:00,11319.53,,
Exit long,buyclose,10/17/2020 10:50,11346.352,4.42,0.18
Entry long,buy,10/17/2020 14:40,11296.14,,
Exit long,buyclose,10/17/2020 14:45,11330.661,6.14,0.25
Entry long,buy,10/17/2020 20:30,11328.74,,
Exit long,buyclose,10/17/2020 20:45,11344.78,2.04,0.08
Entry long,buy,10/18/2020 20:00,11426.98,,
Exit long,buyclose,10/18/2020 21:10,11446.717,2.82,0.11
Entry long,buy,10/19/2020 2:35,11444.23,,
Exit long,buyclose,10/19/2020 9:05,11468.022,3.7,0.15
Entry long,buy,10/19/2020 18:45,11675.01,,
Exit long,buyclose,10/19/2020 21:15,11737.6,11.9,0.48
Entry long,buy,10/20/2020 8:05,11722.59,,
Exit long,buyclose,10/20/2020 10:50,11832.8,22,0.88
Entry long,buy,10/20/2020 20:05,11890.16,,
Exit long,buyclose,10/20/2020 22:00,11939.2,8.81,0.35
Entry long,buy,10/20/2020 23:45,11899.42,,
Exit long,buyclose,10/21/2020 0:35,11947.147,8.53,0.34
Entry long,buy,10/21/2020 7:40,12161.09,,
Exit long,buyclose,10/21/2020 10:30,12231.569,12.99,0.52
Entry long,buy,10/21/2020 19:50,12673.66,,
Exit long,buyclose,10/21/2020 20:45,12760,15.53,0.62
Entry long,buy,10/22/2020 2:25,12722.88,,
Exit long,buyclose,10/22/2020 9:20,12877.342,28.85,1.15
Entry long,buy,10/22/2020 12:35,12832.08,,
Exit long,buyclose,10/22/2020 13:30,12959.428,23.31,0.93
Entry long,buy,10/22/2020 21:50,13056.99,,
Exit long,buyclose,10/22/2020 21:55,13124.401,11.41,0.46
Entry long,buy,10/22/2020 23:00,13036.36,,
Exit long,buyclose,10/23/2020 16:15,12823.04,-42.41,-1.7
Entry long,buy,10/24/2020 0:30,12901.99,,
Exit long,buyclose,10/24/2020 1:10,12931.181,4.16,0.17
Entry long,buy,10/24/2020 21:55,13058.84,,
Exit long,buyclose,10/24/2020 23:50,13112.728,8.82,0.35
Entry long,buy,10/25/2020 5:45,12984.49,,
Exit long,buyclose,10/25/2020 6:45,13040.17,9.22,0.37
Entry long,buy,10/25/2020 7:15,13014.14,,
Exit long,buyclose,10/25/2020 8:25,12954.4,-12.98,-0.52
Entry long,buy,10/25/2020 10:30,12961.22,,
Exit long,buyclose,10/25/2020 13:25,13002.309,6.43,0.26
Entry long,buy,10/25/2020 15:55,12939.17,,
Exit long,buyclose,10/25/2020 16:05,12983.776,7.12,0.28
Entry long,buy,10/25/2020 22:25,12994.11,,
Exit long,buyclose,10/25/2020 23:15,13023.278,4.11,0.16
Entry long,buy,10/26/2020 0:20,13003.25,,
Exit long,buyclose,10/26/2020 0:40,13027.011,3.07,0.12
Entry long,buy,10/26/2020 8:25,12975,,
Exit long,buyclose,10/26/2020 8:55,13058.166,14.52,0.58
Entry long,buy,10/26/2020 15:20,13131.65,,
Exit long,buyclose,10/26/2020 16:30,12882.08,-49.01,-1.96
Entry long,buy,10/26/2020 17:35,12842.73,,
Exit long,buyclose,10/26/2020 18:15,12911.318,11.85,0.47
Entry long,buy,10/28/2020 7:15,13623.78,,
Exit long,buyclose,10/28/2020 11:05,13469.54,-29.8,-1.19
Entry long,buy,10/28/2020 11:10,13493.62,,
Exit long,buyclose,10/28/2020 12:35,13192.32,-57.32,-2.29
Entry long,buy,10/28/2020 13:40,13234.6,,
Exit long,buyclose,10/28/2020 14:05,13069.33,-32.72,-1.31
Entry long,buy,10/28/2020 15:05,13121.99,,
Exit long,buyclose,10/28/2020 15:10,13122.326,-1.44,-0.06
Entry long,buy,10/28/2020 16:45,13099.34,,
Exit long,buyclose,10/28/2020 17:35,13187.891,15.4,0.62
Entry long,buy,10/28/2020 21:30,13140.69,,
Exit long,buyclose,10/28/2020 21:50,13193.51,8.55,0.34
Entry long,buy,10/29/2020 1:30,13196.92,,
Exit long,buyclose,10/29/2020 1:45,13255.179,9.54,0.38
Entry long,buy,10/29/2020 7:30,13201.13,,
Exit long,buyclose,10/29/2020 10:40,13043.89,-31.28,-1.25
Entry long,buy,10/29/2020 12:00,13066.83,,
Exit long,buyclose,10/29/2020 13:25,13151.7,14.74,0.59
Entry long,buy,10/29/2020 21:40,13453,,
Exit long,buyclose,10/29/2020 21:45,13473.4,2.29,0.09
Entry long,buy,10/29/2020 23:00,13414.56,,
Exit long,buyclose,10/29/2020 23:15,13465.135,7.93,0.32
Entry long,buy,10/30/2020 0:10,13388.68,,
Exit long,buyclose,10/30/2020 0:45,13467.518,13.22,0.53
Entry long,buy,10/30/2020 3:00,13467.93,,
Exit long,buyclose,10/30/2020 5:40,13315.19,-29.85,-1.19
Entry long,buy,10/30/2020 6:55,13195.01,,
Exit long,buyclose,10/30/2020 7:35,13254.647,9.8,0.39
Entry long,buy,10/31/2020 3:10,13494.51,,
Exit long,buyclose,10/31/2020 8:15,13687.292,34.21,1.37
Entry long,buy,10/31/2020 15:15,13755.63,,
Exit long,buyclose,10/31/2020 15:50,13827.952,11.64,0.47
Entry long,buy,10/31/2020 17:25,13740.01,,
